Question,Answer,File,URL
How does SFU Health Promotion prioritize health equity for students?,"SFU Health Promotion prioritizes health equity for students by valuing intentional and relational practices to support equity-deserving students’ experiences on campus. They create policies and physical spaces that enhance student well-being and engage in partnerships with academic units to improve strategic objectives related to health equity. Additionally, they empower students and partners through comprehensive, accessible, and evidence-based mental health and well-being education that prioritizes safety, health equity, and cultural competence.",1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
How many students are reached annually through presentations and outreach events?,Approximately 3000 graduate and undergraduate students are reached annually.,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
What percentage of students who completed the Bouncing Forward Online Resilience Training would recommend it to a friend?,93%,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
What topics were explored during the World Mental Health Week events in October 2022?,"Mental, physical, and sexual health, and substance use and harm reduction.",1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
How many outreach events do Health Peers provide each year?,Approximately 50 outreach events per year.,1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
What has been the impact of the resilience training on students' perspectives on failure?,"Students reported that the resilience training provided them with examples on how to ""come back"" from failure and offered insights that no matter their failures, they always have an opportunity to bounce back. It emphasized that resilience applies not just to school but to many facets of life, helping them understand the importance of overcoming challenges.",1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
Which communities does Simon Fraser University acknowledge in relation to its campus locations?,"Simon Fraser University acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples.",1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
What are some testimonials from students regarding the well-being initiatives at SFU?,"1. “The relaxation and de-stressing exercises were great. And just knowing that the instructor really understands about these issues was great- this is the most supported I have ever felt in a classroom.” 

2. “This initiative has proved to be highly rewarding for me and my students. We are now more aware of how important well-being should be in higher education. All forms of instruction should prioritize that.” 

3. “Spaces like these encourage me to spend more time at school and socialize here.”

4. “It’s brighter, cleaner and makes me feel happier and better able to study effectively.” 

5. “It’s great that you are doing this. We [SFU] have a lot of resources and it’s great that you’re communicating it out into the community, bringing awareness to the many services offered.”

6. “This course makes me understand about life and motivates me to achieve my goals.”

7. “It is something I'm told often, but I'm glad that the modules frequently remind me that it is perfectly acceptable to seek help from others and that other people is the key to being a well-rounded person.” 

8. “Not only was this course jam packed with information but I loved being able to work at my own pace and all the other resources presented (Ted Talks, Personality Quizzes, etc). All the material complements each other and I learned more about myself as a person through each module.”

9. “I enjoyed the resilience class because it gave examples on how to ‘come back’ from the failure that we experienced - I also enjoyed it because ‘resiliency’ does not just apply to school, it applies to many other facets of life [...] It gave me a greater insight that no matter your failures you always have an opportunity to bounce back from it and it is up to you to make sure that you do.” 

10. “I've seen a lot of students engage and have positive interactions with the Health Peers, and students often come away from their events with new tools to promote their overall health and looking at topics in a new way.”",1_4_1_15_4,https://www.sfu.ca/healthycampuscommunity/about/reports.html
How do well-designed spaces impact mood and learning?,"Well-designed spaces boost mood, social connectedness, and learning. They foster inclusivity and community, which enhances student well-being and encourages effective studying.",1_4_1_1,https://www.sfu.ca/healthycampuscommunity/projects/physical-spaces.html
What initiatives has SFU implemented to enhance physical spaces on campus?,"SFU has implemented several initiatives to enhance physical spaces on campus, including:

1. Redevelopment of the Dining Hall into a spacious and bright Dining Commons.
2. The SFU Community Vibrancy Project.
3. The Study Pub.
4. The Student Union Building.
5. Development of the Global Student Centre (GSC) to support student well-being and foster inclusivity, social connectedness, and community.
6. The FHS Student Commons, utilizing the Well-being through Physical Spaces framework for multi-functional design that accommodates individual study, group work, presentations, and research conferences.",1_4_1_1,https://www.sfu.ca/healthycampuscommunity/projects/physical-spaces.html
